id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4.99963E+15,NFNNDdC6x,5752060316,缤纷浮世绘,我叫白云我叫黑土这是我老公这是我老母//@人间心事bot:点头yes，摇头no//@大猪蹄子研究所:朋友们，我想死你们了//@幼儿园园长熊熊:走两步，没病走两步//@甜星球日报社:我叫白云，我叫黑土//@网上邻居蛋挞挞:队长，别开枪，是我,,,"人间心事bot,大猪蹄子研究所,幼儿园园长熊熊,甜星球日报社,网上邻居蛋挞挞",,0,0,3240,2024/2/9 22:11,iQOO Z5x 性能先锋,,,4.9996E+15,,普通用户
4.99961E+15,NFNkm1dBu,7790088629,immlyn-Eve,我叫白云我叫黑土我七十一我七十五我属鸡我属虎这是我老公这是我老母,,,,,0,0,0,2024/2/9 20:58,Toyota86iPhone客户端,,,,,普通用户
4.9996E+15,NFN7ov7Kj,6383722538,九八小gie炒鸡蛋,我叫白云我叫黑土我七十三我七十五//@冷知识bot:小锤40大锤80//@Aoido弦歌:那真是锣鼓喧天鞭炮齐鸣红旗招展人山人海呀//@花阳甜一时://@渡劫大尊:打败你的不是天真是无鞋//@无声铃鹿·:下蛋公鸡公鸡中的战斗机欧耶,,,"冷知识bot,Aoido弦歌,花阳甜一时,渡劫大尊,无声铃鹿·",,0,0,0,2024/2/9 20:26,vivo S9 极夜柔光自拍,,,,,普通用户
4.99989E+15,NFUCFtenD,5250073167,星星-戒月,我是新春快乐我是万事如意感觉是我叫白云我叫黑土,,,,,0,0,5,2024/2/10 15:33,iPhone 15 Pro Max,,,,,黄V
4.9998E+15,NFScx0DIy,7310219251,狮子霸王,@狮子霸王:大锤80小锤40，宫廷玉液酒一百八一杯，我叫白云我叫黑土，让我念念不忘的是宫廷玉液酒一百八一杯，小编你来抓我呀@辛有志xyz@辛选官方微博评论配图,,,"狮子霸王,辛有志xyz,辛选官方微博",,0,1,0,2024/2/10 9:23,vivo X90,,,,,普通用户
4.99978E+15,NFROmkMbE,5025806618,abcdefghijklmnopqrstuvw___,写不出来“宫廷玉液酒一百八一杯”“大锤八十小锤四十”“我叫白云我叫黑土”等这种质量的小品可以考虑少弄几个语言类了超级没意思,,,,,0,0,0,2024/2/10 8:23,iPhone客户端,,,,,普通用户
5.00574E+15,O2pcsd8KB,7894553799,嘎啦哇叫,我叫白云我叫黑土我七十一我七十五我属鸡我属虎这是我老公这是我老母,,,,,0,0,3,2024/2/26 18:35,,,,,,普通用户
5.00728E+15,O33tyB09M,7900287616,铉然一下怎么尼了,257【嘎嘎】燃俊和轩辰去饭店吃饭。服务员介绍说：今天打折酬宾，情侣或六十岁以上老人免单。轩辰赶紧给燃俊使了个眼色，燃俊表示ok。燃俊：我今年六十五。,,,,,6,8,56,2024/3/2 1:07,,,,,,
5.00785E+15,O3ihqtoww,6443321392,-芊苒苒苒苒苒-,我叫白云我叫黑土,,,,,0,0,56,2024/3/3 14:49,HUAWEI Mate 50,,,5.00728E+15,,普通用户
5.00822E+15,O3rOnuzv1,7770726530,霓虹不良人,大盗。L霓虹不良人的微博视频,,,,,40,5,213,2024/3/4 15:05,微博视频号,,"http://f.video.weibocdn.com/o0/pfdI3M7Dlx08d1luzxk4010412006OhX0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765426950&ssig=7kTXV4OWm0&KID=unistore,video",,,
5.00836E+15,O3vpzCtxj,7581775233,得意de日本入,我叫白云我叫黑土//@饼干湿块:机场能不能卡颜,,,饼干湿块,,0,0,213,2024/3/5 0:15,iPad Pro,,,5.00822E+15,,普通用户
5.01405E+15,O5TBbvvZ0,2211565223,一只魈团雀,十年河东十年河西我叫白云我叫黑土我27我25哈哈哈哈哈哈哈哈哈哈哈,,,,,0,0,0,2024/3/20 17:30,HUAWEI Mate 60 Pro,,,,四川,普通用户
5.01976E+15,O8hV9k0Ps,1730482251,追夢人梁朝偉影迷會,【德國新聞】[24.04.04]電影「寂靜的朋友」馬爾堡市政廳城市金書簽字儀式新聞原文->O网页链接【德国城市金书是什么】O网页链接梁朝伟超话,,,,,38,18,142,2024/4/5 11:05,梁朝伟超话,"https://wx1.sinaimg.cn/large/6725104bgy1hofrzz5oopj20zk0hsdir.jpg,https://wx3.sinaimg.cn/large/6725104bgy1hofs0i6xd2j216o0sgn31.jpg",,,,
5.01978E+15,O8isyjBeY,7890219501,Natsukashii1721,//@小信仔的快乐星球:我服了……//@風尼乌呜:你他妈谁//@Catnaaap:我叫白云我叫黑土我七十一他七十五,,,"小信仔的快乐星球,風尼乌呜,Catnaaap",,0,0,142,2024/4/5 12:28,微博网页版,,,5.01976E+15,,普通用户
5.02233E+15,O9n0JfcVh,7778100590,老爹站经典版,??这么好笑？,,,,,252,423,4842,2024/4/12 13:53,小猪猪为你写的情诗,"https://wx1.sinaimg.cn/large/008uo7hkgy1hoo07retvij30p00v3tdd.jpg,https://wx3.sinaimg.cn/large/008uo7hkgy1hoo07qopg4j30p00z0wk0.jpg",,,,
5.02234E+15,O9nem8pdn,6631623675,_你认错人了吧,@愛養活了心臟@没有魅力的人有什么用太好笑了我操啊//@小面包过河自身难保:我叫白云我叫黑土我七十一我七十五,,,"愛養活了心臟,没有魅力的人有什么用,小面包过河自身难保",,0,0,4842,2024/4/12 14:27,李在贤送的iPhone 15 Pro,,,5.02233E+15,,普通用户
5.02234E+15,O9nbf6B3b,7879611132,赛博圣女读电子圣经,我叫白云我叫黑土我七十一我七十五,,,,,2,0,4842,2024/4/12 14:19,iPhone 15 Pro Max,,,5.02233E+15,,普通用户
5.02351E+15,O9RGiv1rd,5604999844,FIIL生活,新品有奖竞猜??NO.1：FIILGS两个颜色分别叫____和____？距FIILGS预售仅剩3天！！关注+带#FIILGS小金标开放式真舒服#转发本博给出你的答案，4月24日抽一位fiiler体验新品~#fiil生活#O抽奖详情,,,,"FIIL GS小金标开放式真舒服,fiil生活",1208,919,477,2024/4/15 19:58,iQOO 10 未来电竞旗舰,https://wx3.sinaimg.cn/large/0067k0vily1horrkag5doj31jl2bc1hl.jpg,,,,
5.02662E+15,ObaAWqo1I,5523910810,wuli汪暖暖ya,#fiilgs小金标开放式真舒服#我叫白云我叫黑土我七十一我七十五,,,,fiil gs小金标开放式真舒服,0,0,477,2024/4/24 9:57,HUAWEI P40 5G,,,5.02351E+15,,普通用户
5.03682E+15,OfrX4xbSu,7582678849,智能人造老鼠,我叫白云我叫黑土,,,,,0,0,4,2024/5/22 13:30,王王入芒来HarmonyOS设备,https://wx3.sinaimg.cn/large/008ha99Lgy1hpy8bolxgyj316m1kwqgc.jpg,,,,普通用户
5.03716E+15,OfAzu0qRd,5524998866,热茶放走蒸汽,文鑫超话#文鑫浪漫不打烊#这几截图真的好偶像剧完年世一！,,,,文鑫浪漫不打烊,149,42,880,2024/5/23 11:26,文鑫超话,"https://wx4.sinaimg.cn/large/0061UkAWgy1hpzabtljq0j31cy35se81.jpg,https://wx4.sinaimg.cn/large/0061UkAWgy1hpza1asavmj31c935skjl.jpg,https://wx1.sinaimg.cn/large/0061UkAWgy1hpza0rbmnoj30r90r9dls.jpg,https://wx2.sinaimg.cn/large/0061UkAWgy1hpza0txrn6j31cn35s4qp.jpg,https://wx2.sinaimg.cn/large/0061UkAWgy1hpza0xbofsj31ce359b29.jpg,https://wx2.sinaimg.cn/large/0061UkAWgy1hpza10n7g1j31e035shdt.jpg,https://wx3.sinaimg.cn/large/0061UkAWgy1hpza15vcxfj30wr0wr11l.jpg,https://wx4.sinaimg.cn/large/0061UkAWgy1hpza1542vaj31tg1tg4pi.jpg,https://wx2.sinaimg.cn/large/0061UkAWgy1hpza16kx1kj30wr0wrjy6.jpg",,,,
5.03716E+15,OfAEIkEJe,6612109930,mbtiisdead,我叫白云我叫黑土,,,,,0,0,880,2024/5/23 11:39,iPhone客户端,,,5.03716E+15,,普通用户
5.04412E+15,OivOLedo2,3772677717,绒绒丸,天呐！矿工,,,,,972,68,888,2024/6/11 16:51,,https://wx1.sinaimg.cn/large/007xgGoMly1hqlhtkvpjcj30u819c7wh.jpg,,,,
5.04413E+15,Oiw3EBH1I,3180288974,魏山山Vera,我叫白云我叫黑土//@一只天天_:我艹哈哈哈哈哈//@我担不是直男:怎么又这么大色差了//@95便士的月亮:哈哈哈哈哈这个手臂分层太明显了点//@临渝秋:看起来好会草..//@-Rem·:羡慕死王一博的冷白皮//@云梦七仙女:黑皮旷工//@有一坨云:黑白分明哈哈哈哈哈哈,,,"一只天天_,我担不是直男,95便士的月亮,临渝秋,-Rem·,云梦七仙女,有一坨云",,0,0,888,2024/6/11 17:28,OPPO Reno9 Pro+ 5G,,,5.04412E+15,,普通用户
5.04635E+15,OjrKi5g0m,7718127780,甘口咖喱,字幕：[烤棉花糖的归农夫妻范儿]？恩钟认证真·夫妻范儿,,,,,153,8,536,2024/6/17 20:19,,"https://wx1.sinaimg.cn/large/008qktBWgy1hqsm9c8lfaj31440n07bz.jpg,https://wx4.sinaimg.cn/large/008qktBWgy1hqsm9cw6drj31490mzajl.jpg",,,,
5.04641E+15,OjthZtuFT,5589550230,_嘉言懿行_,我叫白云我叫黑土,,,,,0,0,536,2024/6/18 0:15,????iPhone 14 Pro,,,5.04635E+15,,普通用户
5.05172E+15,OlHuNxeRo,3809780584,AMNH680,??……,,,,,65,40,2082,2024/7/2 16:06,,https://wx3.sinaimg.cn/large/e314a368ly1hr9r8np9x5j20fm085q4r.jpg,,,,
5.05204E+15,OlPGElrpj,7478785376,您好来一份烤冷面不放香菜多放醋,//@苏晦苏景明:我叫白云我叫黑土，我七十一我七十五.jpg,,,苏晦苏景明,,0,0,2082,2024/7/3 12:57,vivo Y100i,,,5.05172E+15,,普通用户
5.05272E+15,Om7pm45lA,5315848043,一雅一丫呦,//@苏晦苏景明:我叫白云我叫黑土，我七十一我七十五.jpg,,,苏晦苏景明,,0,0,2082,2024/7/5 10:04,iPhone客户端,,,5.05172E+15,,普通用户
5.05454E+15,OmSStyhKp,7796557801,Allen马莳权_PenguinLand,Allen马莳权超话??#allen马莳权瑰意春华#240710??ASC更新Allen相关伦尼的姿势异常稳定————————————————————————??档案微博正文??招新微博正文,,,,allen马莳权瑰意春华,6,0,8,2024/7/10 10:55,Allen马莳权超话,https://wx4.sinaimg.cn/large/008vDyQhly1hrir75egd7j30u00u0wie.jpg,,,,
5.05476E+15,OmYqUbCRG,6457344187,可以带我去南极吗,我叫白云我叫黑土我七十一我七十五,,,,,0,0,8,2024/7/11 1:03,编号0426Android,,,5.05454E+15,,普通用户
5.05544E+15,OngkpfVC8,7871220036,起身跃入了那个世界里,想用全天下最柔软最伶俐的文字来形容描摹产品酱，然后我一落笔就开始疯狂地写我叫白云我叫黑土小锤四十大锤八十亲爱的产品酱们我想死你们了。,,,,,0,0,0,2024/7/12 22:37,iQOO Neo8,,,,,普通用户
5.05564E+15,OnlqV5OzX,2604642861,puth9号,我叫白云我叫黑土我71我75我属鸡我属虎这是我老公这是我老母,,,,,0,0,0,2024/7/13 11:36,微博轻享版,https://wx3.sinaimg.cn/large/9b3fb22dgy1hrm99vfkhdj20u01j6q5o.jpg,,,,普通用户
5.06013E+15,Ope8Eetdv,6222858495,有周罪微信,我叫白云我叫黑土我七十一我七十五。。偶滴妈也黄搓搓介绍那趴即视感。。说话好像白云啊嘿嘿嘿,,,,,0,2,5,2024/7/25 20:43,,,,,,黄V
5.06146E+15,OpMJPFoGj,7767410194,绿茵厨房,7218各位绿茵厨房的朋友们好，各位现在看到的是我们的蹴鞠特别节目，这个节目的特别之处就在于我们请到了两位特殊的嘉宾，他们是来自巴伐利亚农村的一对饱经沧桑的农民夫妇，现在就让我们用掌声有请二位嘉宾：,,,,,42,24,769,2024/7/29 12:48,,https://wx3.sinaimg.cn/large/008tFgdAly1hs4t92jxj2j30y00j40vw.jpg,,,,
5.0616E+15,OpQzTnspi,7507366816,爱吃耶耶和仓鼠的刺身,//@紫菜炖咸鱼:我叫白云我叫黑土我71我75,,,紫菜炖咸鱼,,0,0,769,2024/7/29 22:34,iPhone客户端,,,5.06146E+15,,普通用户
5.0616E+15,OpQpznx8o,6750681836,江河奔流而去,我们巴伐利亚白云黑土??//@Mytearsdryontheirown:感谢tv感谢厨房tv感谢所有tv//@紫菜炖咸鱼:我叫白云我叫黑土我71我75,,,"Mytearsdryontheirown,紫菜炖咸鱼",,0,0,769,2024/7/29 22:09,iQOO Neo5 生而为赢,,,5.06146E+15,,普通用户
5.06148E+15,OpNkV540V,7816090561,黑框薯条_slati,//@紫菜炖咸鱼:我叫白云我叫黑土我71我75,,,紫菜炖咸鱼,,0,0,769,2024/7/29 14:19,OPPO Reno12,,,5.06146E+15,,普通用户
5.06367E+15,OqIqQDm3V,6351795025,小蛋糕zip,碳水也是推拉上了L小蛋糕zip的微博视频,,,,,48,3,273,2024/8/4 15:40,微博视频号,,"http://f.video.weibocdn.com/o0/k4HXVTaQlx08gXqdfWsg01041200282O0E010.mp4?label=mp4_720p&template=920x524.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765428791&ssig=7unpTHn1rX&KID=unistore,video",,,
5.06367E+15,OqIsy4Dfb,5661346089,是小狗舌头,我叫白云我叫黑土我七十一我七十五,,,,,0,0,273,2024/8/4 15:45,iPhone客户端,,,5.06367E+15,,普通用户
5.06521E+15,OrmoszcXZ,5846111949,李爱脸,穿这么美往那一站跟说相声似的。。L李叆脸的微博视频,,,,,27,5,333,2024/8/8 21:24,milklove超话,,"http://f.video.weibocdn.com/o0/LVPw7yrDlx08h4bov7G0010412008dLf0E010.mp4?label=mp4_hd&template=538x750.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765428836&ssig=GMORE2%2Bz3%2F&KID=unistore,video",,,
5.06525E+15,OrnlI9VGZ,5658190495,飞天小AlCu,我叫白云我叫黑土,,,,,3,2,333,2024/8/8 23:50,????iPhone 14 Pro,,,5.06521E+15,,黄V
5.06539E+15,Orrdax5aa,5589005724,Kr1ptonite7,//@THORN_THRONE:颜怡颜悦//@飞天小AlCu:我叫白云我叫黑土,,,"THORN_THRONE,飞天小AlCu",,0,0,333,2024/8/9 9:40,OPPO Find X3,,,5.06521E+15,,普通用户
5.06709E+15,Os9fpF012,5663264406,蝶骨蛇,我叫白云我叫黑土我七十一我七十五我属鸡我属虎我是他老公他是我老母,,,,,0,0,0,2024/8/14 1:47,滑钓iPhone 15(蓝色),,,,,普通用户
5.06794E+15,Osvt4haIG,1764525412,_一个水两个水三个水是羅淼_,我正在听随机波动StochasticVolatility的《双雪涛对话梁龙：我叫白云我叫黑土，我要孤独我要幸福|随机波动·宝珀理想国文学奖》，分享给你听听～O网页链接（via@小宇宙播客App）,,,小宇宙播客App,,0,1,0,2024/8/16 10:21,小宇宙FM,https://wx3.sinaimg.cn/large/692c8564gy1hspi5iw9cpj20m80m8dht.jpg,,,,普通用户
5.06956E+15,OtbH4r4hi,7842096105,黑猫牌泡面,本场贴贴不完全集锦??,,,,,16,2,29,2024/8/20 21:51,5G自拍手机vivo S6,,,,,
5.06957E+15,OtbMQy4rx,6053986376,金钱实在来之不易,对不起但是这个背景颜色我叫白云我叫黑土我是她老公我是他老母//@重生之我是麵包匠人:喜欢看萌物贴贴,,,重生之我是麵包匠人,,0,0,29,2024/8/20 22:05,三星android智能手机,,,5.06956E+15,,黄V
5.07526E+15,OvzOr3dMI,7531863209,胡言乱语日剂,我叫白云我叫黑土中午炖了点茄子土豆凑合一吃就上班来了,,,,,18,30,1139,2024/9/5 14:55,iPhone 12 Pro,"https://wx4.sinaimg.cn/large/008dIVGFly1htcugq0l9gj30zu17n428.jpg,https://wx1.sinaimg.cn/large/008dIVGFly1htcugqr6c6j30zu171jvk.jpg",,,,金V
5.07596E+15,OvS1xv4Rb,6499307123,鲨鱼又怎么了,说，话，也，要，缓，慢，下，来……L鲨鱼又怎么了的微博视频,,,,,763,61,2091,2024/9/7 13:17,wyb爆肏xziPhone客户端,,"http://f.video.weibocdn.com/o0/3j1AfgcVlx08hPuE0SqI010412000RBy0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765429212&ssig=TS%2BPoB6JwC&KID=unistore,video",,,
5.07613E+15,OvWyCrrZb,7245935091,你_要不要吃哈密瓜,我笑死了谁说的护工视角@Ya_chaeii//@爻了我:我叫白云我叫黑土我七十三我七十五//@嗲味玻璃妹:这是什么护工视角时光时光慢些吧,,,"Ya_chaeii,爻了我,嗲味玻璃妹",,0,0,2091,2024/9/8 0:50,iPhone客户端,,,5.07596E+15,,普通用户
5.07743E+15,OwuontceX,7923798948,岛原尸油在天堂,我叫白云我叫黑土//@踩宝宝阶梯摔瘸的骡:好会截图啊,,,踩宝宝阶梯摔瘸的骡,,1,0,0,2024/9/11 14:58,vivo Y31s 千元5G,,,,,普通用户
5.08182E+15,OykCmnu0Y,7183422795,娃粉大联盟,救命我快笑晕了,,,,,44,1,70,2024/9/23 17:45,iPhone 13(粉色),https://wx3.sinaimg.cn/large/007Q8UpZgy1htxsjrtxbkj31kw16o7wh.jpg,,,,
5.08183E+15,OykSK8QrJ,7262864822,xxxyl_uuu,我叫白云我叫黑土我七十一我七十五//@咸酷酷:kpop丹丹家族再添五员大将,,,咸酷酷,,0,0,70,2024/9/23 18:26,魚排iPhone 15 Pro Max,,,5.08182E+15,,普通用户
5.09241E+15,OCM52aarl,6729852788,原来大家对彼此都不感兴趣啊,我叫白云我叫黑土我71我75我属鸡我属虎这是我老公这是我老母,,,,,0,0,0,2024/10/22 23:01,荣耀X30i 5G,,,,,普通用户
5.09672E+15,OEAbnaAAQ,2323716724,Goodwaterpigcat,今日收获：图一疑似截出原形图二我叫白云我叫黑土我一米七我一米五,,,,,0,0,0,2024/11/3 20:25,iQOO Neo8,"https://wx1.sinaimg.cn/large/8a811a74ly1hv9bjk5480j22d035c7wk.jpg,https://wx2.sinaimg.cn/large/8a811a74ly1hv9bjmgd0ij22d035ckjn.jpg",,,,普通用户
5.09856E+15,OFm0IbCWi,5667211560,泰Do,出国前：小样，不把你们迷亖。出国后：我叫白云我叫黑土,,,,,0,0,0,2024/11/8 22:10,,"https://wx4.sinaimg.cn/large/006bx2C4ly1hvf6o1s3poj30u011i45w.jpg,https://wx3.sinaimg.cn/large/006bx2C4ly1hvf6o22cwfj30u00u9wgb.jpg,https://wx4.sinaimg.cn/large/006bx2C4ly1hvf6o2amrxj30u0140acu.jpg,https://wx3.sinaimg.cn/large/006bx2C4ly1hvf6o2otm4j30u00j8754.jpg,https://wx4.sinaimg.cn/large/006bx2C4ly1hvf6o2zg14j30u00rawgk.jpg",,,,普通用户
5.09822E+15,OFd9v3sbF,5995414679,百事可乐忠实拥护者,??,,,,,49,0,252,2024/11/7 23:37,,"https://wx1.sinaimg.cn/large/006xK9eLgy1hve3ljpujpj30ql0qlq3o.jpg,https://wx1.sinaimg.cn/large/006xK9eLgy1hve3lk5yjtj30u00u00tq.jpg",,,,
5.09837E+15,OFh7utjUy,6155327007,某天出现的天使,我叫白云我叫黑土我七十一我七十五,,,,,0,0,252,2024/11/8 9:43,微博网页版,,,5.09822E+15,,普通用户
5.10564E+15,P2mQIwnJG,6081150205,牛奶不酥,徐志生禁止随地大小抱,,,,,55,17,149,2024/11/28 11:21,iPhone 15,,,,,
5.10566E+15,P2n8t3Zj3,6507122500,餅乾大王,我叫白云我叫黑土我七十一我七十五我属鸡我属虎这是我老公这是我老母,,,,,0,0,149,2024/11/28 12:04,metmyOtteriPhone 15 Pro,,,5.10564E+15,,普通用户
5.10838E+15,P3vUIpYID,2013185935,都市丽人喵,开心一下晚安??,,,,,117,40,438,2024/12/6 0:16,微博视频号,,"http://f.video.weibocdn.com/o0/cRUbEXM6lx08k8b8Ob6E01041200Fp7l0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430306&ssig=VAZWCFkkWS&KID=unistore,video",,,
5.10838E+15,P3w6masur,7154671336,岛之梦之岛,哈哈哈哈哈哈//@喝不喝葱里的粥:各位朋友欢迎收看小崔说事我叫白云我叫黑土我七十一我七十五这是我老公这是我老母,,,喝不喝葱里的粥,,0,0,438,2024/12/6 0:44,荣耀50 5G,,,5.10838E+15,,普通用户
5.10838E+15,P3w21036g,7741503298,萌萌大王爱修勾,//@喝不喝葱里的粥:各位朋友欢迎收看小崔说事我叫白云我叫黑土我七十一我七十五这是我老公这是我老母,,,喝不喝葱里的粥,,0,0,438,2024/12/6 0:34,,,,5.10838E+15,,黄V
5.10838E+15,P3vZVyfHu,6011086175,晓看云间月_,？啊啊啊啊啊啊。。。我请问呢//@喝不喝葱里的粥:各位朋友欢迎收看小崔说事我叫白云我叫黑土我七十一我七十五这是我老公这是我老母,,,喝不喝葱里的粥,,0,0,438,2024/12/6 0:28,iPhone 15 Pro Max,,,5.10838E+15,,红V
5.10838E+15,P3vYnCLZU,5809498154,喝不喝葱里的粥,各位朋友欢迎收看小崔说事我叫白云我叫黑土我七十一我七十五这是我老公这是我老母,,,,,3,0,438,2024/12/6 0:25,萌物菌比Android,,,5.10838E+15,,红V
5.11122E+15,P4HNxp2NM,6608091281,烘焙高手鼠芙蕾,隐藏摄像机憋不住笑的一坨，其实是北影表演艺术家/L烘焙高手鼠芙蕾的微博视频,,,,,49,5,109,2024/12/13 20:21,徐竟培超话,,"http://f.video.weibocdn.com/o0/GcpNODgOlx08kkGaxrS001041200glnz0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430384&ssig=fd35q%2BS65q&KID=unistore,video",,,
5.11122E+15,P4HZmx2uo,7765660363,好呆狗,我叫白云我叫黑土。,,,,,0,0,109,2024/12/13 20:50,,,,5.11122E+15,,黄V
5.1141E+15,P5ULfFaAp,7838699897,唉已经放弃了做个淑女,我叫白云我叫黑土我七十一我七十五我属鸡我属虎这是他老公这是我老母,,,,,0,0,5,2024/12/21 19:12,,https://wx4.sinaimg.cn/large/008yunVvgy1hwsr4je57lj30uk0mxdhl.jpg,,,,红V
5.11485E+15,P6ekldxph,3178365603,仿真海胆,那么多古早春晚小品梗我只知道没病走两步和我叫白云我叫黑土，这是真在电视上看过很多次重播还看过动画版的。什么宫廷玉液酒的，以前听都没听过。,,,,,0,0,0,2024/12/23 21:00,iPhone客户端,,,,,普通用户
5.11507E+15,P6jXc8bSS,7879393278,-427551-,悠悠爱爱等你们七老八十了我也喜欢你们,,,,,40,1,65,2024/12/24 11:20,,,,,,
5.11509E+15,P6kt6rcR5,6912924464,嗯嗯我先滚了,我叫白云我叫黑土,,,,,0,0,65,2024/12/24 12:38,Android,,,5.11507E+15,,普通用户
5.11805E+15,P7zubEpw8,1805982651,大神说,赵本山还是太超前了#2025新愿加载中#L大神说的微博视频,,,,2025新愿加载中,4851,1720,32534,2025/1/1 16:42,微博视频号,,"http://f.video.weibocdn.com/u0/FSABgi2Agx08kOK4lkLK01041200ebih0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430636&ssig=eWX1eVBAwo&KID=unistore,video",,,
5.11867E+15,P7PFCyeOl,5863877180,明知是意外yo丶,哈哈哈哈??艹//@Rich_企不是无与伦比:我叫白云我叫黑土//@是我乐乐_:评论配图,,,"Rich_企不是无与伦比,是我乐乐_",,0,0,32534,2025/1/3 9:55,魅族16sPro旗舰手机,,,5.11805E+15,,普通用户
5.11851E+15,P7LtTqcO4,1012642592,巡巡洗流,乖巧的君和和突发恶疾的焊接,,,,,20,0,10,2025/1/2 23:15,Android,,,,,
5.11853E+15,P7M455x2k,7509076211,猪痣豩,我以为是ai//@粉吊娇妻1无脑爱老公:我叫白云我叫黑土我一米七我一米五我属鸡我属虎,,,粉吊娇妻1无脑爱老公,,0,0,10,2025/1/3 0:44,iPhone 14 Pro,,,5.11851E+15,,普通用户
5.11852E+15,P7LS70530,6580816372,无敌的我又封神了,我叫白云我叫黑土我一米七我一米五我属鸡我属虎,,,,,1,0,10,2025/1/3 0:14,vivo X100s Pro,,,5.11851E+15,,普通用户
5.12064E+15,P8EYsoAdQ,7802567043,漆季晕头转向-,我叫白云我叫黑土这是我老公这是我老母//@重生之没有橘子的奶茶:小崔说事,,,重生之没有橘子的奶茶,,3,2,0,2025/1/8 20:31,,,,,,普通用户
5.12083E+15,P8JNxqs0N,5384715385,雨天躲进深山敲木鱼TOTO,//@漆季晕头转向-:我叫白云我叫黑土这是我老公这是我老母//@重生之没有橘子的奶茶:小崔说事,,,"漆季晕头转向-,重生之没有橘子的奶茶",,1,0,0,2025/1/9 8:48,Android,,,,,普通用户
5.12072E+15,P8H9n5pZw,6138513341,转生鼠鼠人,萌//@漆季晕头转向-:我叫白云我叫黑土这是我老公这是我老母//@重生之没有橘子的奶茶:小崔说事,,,"漆季晕头转向-,重生之没有橘子的奶茶",,0,0,0,2025/1/9 2:03,iPhone 15 Plus,,,,,普通用户
5.12127E+15,P8Vl6jmQH,7895021507,請回答2OO1,你俩倒是couple起来了,,,,,77,2,328,2025/1/10 14:11,,"https://wx2.sinaimg.cn/large/008CiHKzgy1hxfmv8uw1hj30w71evqes.jpg,https://wx1.sinaimg.cn/large/008CiHKzgy1hxfn8c7girj30be0gndn5.jpg",,,,
5.12128E+15,P8Vw69drj,5979675794,角立方,我叫白云我叫黑土～,,,,,0,0,328,2025/1/10 14:38,HarmonyOS设备,,,5.12127E+15,,普通用户
5.12175E+15,P97SqlnUx,3645344041,橙汁不分你了,这段太像说相声了！！！太萌了！！！！！L橙汁不分你了的微博视频,,,,,51,12,375,2025/1/11 22:06,微博视频号,,"http://f.video.weibocdn.com/o0/s7IAJkkQlx08l53aa97a010412002FuM0E010.mp4?label=mp4_720p&template=1276x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430726&ssig=b42X9j3mS8&KID=unistore,video",,,
5.12176E+15,P9828uIP9,7727101449,_盐分成雨_,系呀系呀俩人抱着膝盖顶着镜头交替叭叭，仿佛下一秒就要说出我叫白云我叫黑土他是我老公她是我老母这样的话来…//@你也不必牵强再说爱俺:小猫小狗//@吉他感应:我吃了你俩//@柚苡子仁:我心中的行与就是这样的很熨帖的两只……,,,"你也不必牵强再说爱俺,吉他感应,柚苡子仁",,0,0,375,2025/1/11 22:30,微博轻享版,,,5.12175E+15,,普通用户
5.12158E+15,P93od1GUG,6006335024,看谁谁升咖,#周深张真源白云黑土#究竟是谁说他俩像白云黑土的啊啊啊！！明天他俩打开手机：天又塌了??只能说周深张真源在cos这件事上有一种无心插柳柳成荫的感觉，上一秒还因为宋雨琦和李晨的对话掉小珍珠，下一秒镜头一转，角落里缩在一起的周深和张真源一个揣手一个内八，就这么水灵灵的cos上了？估计俩人是觉得镜头没拍到就能舒舒服服的在小角落里坐着，但是没想到就连角落里也有人在意，截出来公开处刑，最搞笑的是就连羽绒服黑土和戴帽子白云都完美适配上了，再怎么努力抽象也打败不了张真源周深这种先天抽象圣体??一旦接受了这种设定，谁还记得这俩人在舞台上的样子，以后在看时团舞台和周深演唱会直接幻视白云高音黑土唱跳，怎么不算是一种宋丹丹赵本山下了春晚的再就业啊#8倍镜看奔跑吧##奔跑吧#,,,,"周深张真源 白云黑土,8倍镜看奔跑吧,奔跑吧",1513,1221,7018,2025/1/11 10:40,iPhone 14 Pro Max,,"http://f.video.weibocdn.com/o0/y0EkgB0Dlx08l4i0FrNC01041200ivKG0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430726&ssig=4JQbRKKS2Z&KID=unistore,video",,,
