id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5.00E+15,NFNObj76H,7788842107,打爆地球人,#尼格买提穿帮#魔术的乐趣就是找谁失误了,,,,尼格买提穿帮,0,0,0,2024/2/9 22:12,华晨宇的火星人,,,,,黄V
5.00E+15,NFNO6a0Ne,5611783716,娱乐小浪花er,#尼格买提魔法怎么失灵啦#哈哈哈哈哈哈哈哈哈小浪花发出爆笑！小尼：糟糕糟糕！魔法怎么失灵啦？#尼格买提穿帮##刘谦真的会魔法#,,,,"尼格买提 魔法怎么失灵啦,尼格买提穿帮,刘谦真的会魔法",0,4,29,2024/2/9 22:12,,https://wx2.sinaimg.cn/large/0067MtiAly1hmnkkbyrg1j30e60ao3z8.jpg,,,,蓝V
5.00E+15,NFNNVDiuQ,2039753857,CCTV4,#撒贝宁现挂#【#尼格买提扑克牌全国唯一没对上#】#龙年总台春晚#L央视新闻的微博视频,,,,"撒贝宁现挂,尼格买提扑克牌全国唯一没对上,龙年总台春晚",1,0,13,2024/2/9 22:11,微博视频号,,"http://f.video.weibocdn.com/o0/lOJHJ16Zlx08cpvFxxfi010412005b140E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993146&ssig=S%2FCMNASpaE&KID=unistore,video",,,普通用户
5.00E+15,NFNMll2rY,7203131834,听不到你说话啊,#刘谦魔术鸡皮疙瘩#尼格买提的失误让这个魔术好笑了一万倍！完爆什么小品相声啊啊啊啊啊啊啊啊啊,,,,刘谦魔术 鸡皮疙瘩,0,2,19,2024/2/9 22:07,荣耀30 5G,,,,,普通用户
5.00E+15,NFNMge8lB,2788598341,帅小伙学长,#转发接龙开新年##尼格买提穿帮#哈哈哈哈哈，只有尼格买提受伤的世界达成了，尼格买提魔术穿帮表情亮了#小尼你撒谎#L帅小伙学长的微博视频,,,,"转发接龙开新年,尼格买提穿帮,小尼你撒谎",4,9,95,2024/2/9 22:07,微博视频号,,"http://f.video.weibocdn.com/o0/Dg34pfp8lx08cpx81xAA01041200eCKg0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993146&ssig=vPf1FIkdUG&KID=unistore,video",,,红V
5.00E+15,O0mA8aqiM,3763554674,默斋主人v,尼格买提的失误，被警方当典型案例了近日，尼格买提在春晚现场配合刘谦变魔术时“穿帮”。这一尴尬瞬间，意外成为春晚的亮点。今天下午，“小尼的失误被警方当成典型案例”的消息，冲上了热搜。原来当晚，北京市公安局官微发文，将其截图当成“典型案例”。“审讯的时候，如果有不断抿嘴的微表情我们就知道他处在紧张和慌张说谎的状态……”,,,,,0,0,0,2024/2/13 8:15,iPhone X,https://wx4.sinaimg.cn/large/e0534972gy1hmriva8l5vj20u00riacs.jpg,,,,普通用户
5.00E+15,O0lOUso48,7606868539,归港老船,#小尼问春晚大概还要重播几次##尼格买提说自己三天没笑过了##小尼的失误被警方当成典型案例了#哈哈，小尼你的三天没笑过了却换来了全国观众笑一年，还是相当值得，不仅成功盖过了刘谦，还让大家对每年的春晚多了一份期盼！加油！L归港老船的微博视频,,,,"小尼问春晚大概还要重播几次,尼格买提说自己三天没笑过了,小尼的失误被警方当成典型案例了",0,162,8,2024/2/13 6:19,微博视频号,,"http://f.video.weibocdn.com/o0/Wuxo7PVDlx08cuRy9RPi01041200sufg0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993202&ssig=Hqm2gIL2Sg&KID=unistore,video",,,金V
5.00E+15,O0ksz6XCd,1943941554,待认定,#尼格买提说自己三天没笑过了#以前的春晚讨论的是小品热词等，现在至少近5年的春晚讨论的都是失误（主持人卡词魔术穿帮走位不对等）和【难看】。业务能力和业务心态双降，跟这市场利率一样。没什么记忆点的春晚，没什么味道的春节。,,,,尼格买提说自己三天没笑过了,0,0,0,2024/2/13 2:51,iPhone客户端,,,,,普通用户
5.00E+15,O0jn1ExUS,5661566460,宣汉融媒,【#小尼的失误被警方当成典型案例了#】#全球同庆中国年#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样这一段我能笑到明年春节！#小尼失误被平安北京当成典型案例#,,,平安北京,"小尼的失误被警方当成典型案例了,全球同庆中国年,小尼失误被平安北京当成典型案例",0,0,0,2024/2/13 0:04,iPhone客户端,,,,,普通用户
5.00E+15,O0i9JtCLf,5622681239,朴淮音,#尼格买提说自己三天没笑过了#没关系观众笑了就足够了，这就证明你的魔术很成功，适当的失误有时候也会让作品锦上添花呀！毕竟是给观众带来快乐的,,,,尼格买提说自己三天没笑过了,1,1,5,2024/2/12 20:59,,https://wx1.sinaimg.cn/large/b10c1bc2ly1hmjomsikyej208c08cgm2.jpg,,,,黄V
5.00E+15,O0i8KjH5U,7763433561,香菜冰沙-,#尼格买提回新疆陪爸妈了#尼玛他这是魔术失误就火起来了？？怎么热搜都是他？,,,,尼格买提回新疆陪爸妈了,0,0,2,2024/2/12 20:56,iPhone 14 Pro,,,,,红V
5.00E+15,O0i5QeFJM,2697286743,大连54青年,【#尼格买提春晚穿帮被警方当成典型案例#，网友：警察视角就是不一样】据北京时间报道：近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样。在龙年春晚刘谦的魔术节目中，不少观众随着刘谦的扑克魔术见证奇迹，坐在刘谦身边的主持人尼格买提没能拼出一张完整的牌。相关话题瞬间爆上热搜。当时，他“绝望”的眼神，抿紧嘴巴、慌张回头张望找救兵的神态，以及最后把牌藏兜里没敢拿出来的“小动作”，被调侃“像极了坐在老师身边的差生”“感觉他在台上都快碎了”。之后，这一幕也被撒贝宁精准捕捉，机智现挂“补刀”：“小尼是全国唯一一个没对上的。”这次失误，也意外成为龙年春晚最让人捧腹的爆笑一幕。对此，网友纷纷评论“承包了我一年的笑点”“真是老实孩子，先笑为敬”“哈哈哈，听讲不认真”。还有网友将尼格买提“一脸懵”的尴尬一幕截屏做成表情包，并加上“魔法怎么失灵啦”“救救我”等配文幽默调侃，形成了二次传播。,,,平安北京,尼格买提春晚穿帮被警方当成典型案例,0,0,0,2024/2/12 20:49,微博网页版,"https://wx2.sinaimg.cn/large/a0c55457ly1hmqz27y4ebj20j60inac0.jpg,https://wx2.sinaimg.cn/large/a0c55457ly1hmqz27y3ilj20j60gkjsx.jpg",,,,普通用户
5.00E+15,O0i5sp9z7,7836819692,娱乐小羚羊,#尼格买提说自己三天没笑过了#尼格买提全国都认识你了魔术??穿帮了让全国人民感受到了快乐我要做成表情包L娱乐小羚羊的微博视频,,济宁,,尼格买提说自己三天没笑过了,51,75,4912,2024/2/12 20:48,微博视频号,,"http://f.video.weibocdn.com/o0/hmxvxy7mlx08cuekG5vy01041200gXaJ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993214&ssig=9fLMbE6XgS&KID=unistore,video",,,普通用户
5.00E+15,O0i3NkVhP,2095973737,平安古蔺,【#小尼的失误被警方当成典型案例了#】#全球同庆中国年#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样这一段我能笑到明年春节！#小尼失误被平安北京当成典型案例#,,,平安北京,"小尼的失误被警方当成典型案例了,全球同庆中国年,小尼失误被平安北京当成典型案例",0,0,0,2024/2/12 20:44,OPPO Find N2,,,,,蓝V
5.00E+15,O0hZafCin,1704775054,攀枝花公安,【#小尼的失误被警方当成典型案例了#】#全球同庆中国年#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样这一段我能笑到明年春节！,,,平安北京,"小尼的失误被警方当成典型案例了,全球同庆中国年",1,0,1,2024/2/12 20:33,iQOO11S 亚运电竞用机,"https://wx3.sinaimg.cn/large/659ccd8egy1hmqyl4v2cfj20j60hkq5h.jpg,https://wx2.sinaimg.cn/large/659ccd8egy1hmqyl5adbxj20lp0mpjv0.jpg",,,,蓝V
5.00E+15,O0hYWgN0I,6275107534,别叫她尬尬,#白敬亭##白敬亭南来北往#白敬亭超话首先暂且不说本来的站位怎么样，就算一开始是移动走位，在春晚这个大舞台上每个人都有紧张的可能。况且小白是第一次上春晚，紧张忘记走位这不很正常的事，最后呈现出来的成果不完美也是正常的。就像尼格买提魔术那里也有失误这都是正常的，总不可能一整场春晚一点失误都不存在，这可能吗？再说到小白明侦的事情，都2024年了还把这件事情拿出来反复说是真挺无趣的。白敬亭现在的戏一部接着一部，近几年里也给观众朋友们呈现了不少的好作品。除了拍戏的时间还有剧宣之类的事情要做，明侦也在一点一点的发展，现在明侦的故事都变长且复杂了不是一点半点，没有时间去这不很合理吗？最后说到春晚衣服的事情，不仅仅是白敬亭，魏晨最后舞台演出也没有穿彩排的衣服，退一万步讲，白敬亭要想耍心眼至于在春晚这么大的舞台？白敬亭从出道到现在几乎没有过什么黑料，为了显眼这一次丢了自己这么几年积攒起来的口碑？不在这个行业的人都能想明白的道理他会不懂？还有，三人早在春晚筹备前就认识了，之前明侦也能看出来三个人的感情很好，魏大勋和白敬亭认识的时间挺长的还有了山花cp，魏晨之前也是白敬亭的偶像，个人觉得没必要通过这件事情揣测三个人之间的友情。,,,,"白敬亭,白敬亭南来北往",0,0,4,2024/2/12 20:32,白敬亭超话,,,,,普通用户
5.00E+15,O0hO80Nxm,1925015547,万源警事,【#小尼的失误被警方当成典型案例了#】#全球同庆中国年#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样#小尼失误被平安北京当成典型案例#,,,平安北京,"小尼的失误被警方当成典型案例了,全球同庆中国年,小尼失误被平安北京当成典型案例",0,0,1,2024/2/12 20:06,iPhone客户端,"https://wx2.sinaimg.cn/large/72bd67fbgy1hmqxsudii5j20j60hkdhe.jpg,https://wx3.sinaimg.cn/large/72bd67fbgy1hmqxstz85mj20lp0mpjtm.jpg",,,,蓝V
5.00E+15,O0hLCDdfo,2131593523,羊城晚报金羊网,【#小尼的失误被警方当成典型案例了#】#小尼失误被平安北京当成典型案例#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样#全球同庆中国年#,,,平安北京,"小尼的失误被警方当成典型案例了,小尼失误被平安北京当成典型案例,全球同庆中国年",0,0,1,2024/2/12 20:00,微博网页版,"https://wx4.sinaimg.cn/large/7f0d8933gy1hmqgbkc8wjj20j60hkdhd.jpg,https://wx4.sinaimg.cn/large/7f0d8933gy1hmqgbkdob0j20j60k2q6w.jpg",,,,普通用户
5.00E+15,O0hIJfmuI,1847251991,BRTVi生活,#i生活播报#【#小尼的失误被警方当成典型案例了#】#全球同庆中国年#近日，尼格买提在春晚魔术节目中穿帮，有网友发现平安北京将他的失误当成典型案例了。@平安北京：审讯的时候，如果有不断抿嘴的微表情，我们就知道他处在紧张和慌张说谎的状态……网友：警察蜀黍的视角就是不一样这一段我能笑到明年春节！#小尼失误被平安北京当成典型案例#,,,平安北京,"i生活播报,小尼的失误被警方当成典型案例了,全球同庆中国年,小尼失误被平安北京当成典型案例",0,0,0,2024/2/12 19:52,,"https://wx4.sinaimg.cn/large/6e1ad417ly1hmqxf0gao6j20j60hkwh1.jpg,https://wx2.sinaimg.cn/large/6e1ad417ly1hmqxf0acw8j20lp0mpq6k.jpg",,,,普通用户
5.00E+15,O04yMhLFu,5038342529,麻辣就蒜,听说今年春晚最好的节目是尼格买提魔术穿帮，从中看到了今年春晚的真实与观众的包容，那我也给大家现个丑，祝大家新的一年身体健康，工作顺利春晚超话L我是李希LiXi的微博视频,,,,,0,12,39,2024/2/11 10:22,微博视频号,,"http://f.video.weibocdn.com/o0/AOrqIYxVlx08crW5tUaA01041201U5Sj0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993228&ssig=2pApcVKgJM&KID=unistore,video",,,普通用户
5.00E+15,O04qEl9db,7660914242,娱乐圈王者,"感觉以后每提起一次，尼格买提都要碎一次?""尼格买提魔术穿帮……L娱乐圈王者的微博视频",,,,,0,18,30,2024/2/11 10:02,很哇塞的博主,,"http://f.video.weibocdn.com/o0/t5VNxhbblx08crV7vBDW010412009j0L0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993228&ssig=m4ozxsKLfw&KID=unistore,video",,,红V
5.00E+15,O04kpcdsU,5603357062,互联网小e,【尼格买提复盘穿帮全过程撒贝宁:刘谦没想到最危险的人就在身旁】当尼格买提拿到两张卡片时，明显露出了惊讶的表情：这…这怎么可能，难道尼格买提提前感到了惊讶？显然不是，肯定是他手机的牌面是对不上的！直到最后所有人都将卡片翻转过来的时候，尼格买提却尴尬的朝后面扭了扭头！当看到大家都能对上，只能默默的将另一半藏了起来！哈哈……估计尴尬的恨不得找个地缝钻进去！L蓝烟枫的微博视频,,,,,1,7,10,2024/2/11 9:47,蓝烟枫Android,,"http://f.video.weibocdn.com/o0/u7Iorai4lx08crU40gFi01041200ozYS0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993228&ssig=gc7twlR1hf&KID=unistore,video",,,金V
5.00E+15,O03M55lNK,1257173085,大罕,2024年春晚是一台精彩的晚会，办得很成功。大气磅礴，盛世胜景，喜庆洋溢，美仑美奂，丰富多彩，可圈可点，留下许多精采的瞬间。一台晚会办成2024年春晚这样，已经很不错了。对春晚不必过高要求，也不必求全责备。例如：岳云鹏相声挺好，包袱还是“响”了的。刘谦魔术是操作“约瑟夫模型”，尼格买提只是操作失误，意外收到插曲。零点倒计时在动态播放中有点误差是允许的。晚会中出现广告我个人看不岀来。观众特写不觉得少之又少。其实或多或少都是正常的。#春晚##央视网#,,,,"春晚,央视网",3,1,10,2024/2/11 8:22,iPhone 13,,,,,黄V
5.00E+15,O03t1nK6d,2560432091,财经评论,【#春晚全国收视份额达75.61%#，综合频道收视份额创11年新高】#龙年春晚表现如何#据极目新闻：2024年龙年央视春晚表现如何？央视文艺公众号10日16：33发布的消息显示，截至2月10日凌晨2时，2024中央电视广播总台春节联欢晚会全媒体累计触达142亿人次，较去年增长29%，其中15-44岁年轻用户规模占比达51.59%，收视传播人次等数据创下新纪录。在电视端，春晚达到全国电视市场直播总收视份额达75.61%。其中，总台转播频道总收视份额46.06%，创近9年收视新高；综合频道（CCTV-1）收视份额30.84%，创近11年收视新高。全屏看春晚，境内新媒体端实时直播收视传播人次等数据创下新纪录。截至2月10日8时，春晚新媒体直播用户规模达7.95亿人，新媒体端直播收视次数16.89亿次，比去年增长15.13%。“竖屏看春晚”直播播放量4.23亿次，较去年提升48.14%，连续3年创新高。春晚相关视频点播播放量43.63亿次，比去年同期增加18.19%。春晚合作项目互动总人次达553.21亿次。当然，更直观的是，直播过程中“春晚”相关话题持续霸榜。央视文艺的消息显示，“春晚”在社交媒体话题讨论量达到267.77亿次，较去年增长49.76%。1072个春晚相关话题轮番占据各平台热搜榜，50个话题斩获热榜榜首。极目新闻记者注意到，今年春晚的舞蹈类节目、分会场节目设置以及别具中国特色的创意类节目都受到网友点赞好评，尼格买提魔术失误之后撒贝宁的“现挂”，以及尼格买提在微博的回应都让观众感受到了“直播”的魅力。10日，2024龙年央视春晚总导演于蕾在接受采访时提到，撒贝宁的“现挂”其实就是春晚最大的魅力，“直播晚会会发生很多的小意外，这些意外无伤大雅，反而是春晚舞台最生动的部分。”她提到，其实“春晚特别在意大家”，“我们一直在听大家的声音，我们特别想让大家知道我们听到了，而且我们在努力陪着大家开心、欢笑。”,,,,"春晚全国收视份额达75.61%,龙年春晚表现如何",0,0,5,2024/2/11 7:35,微博发布平台专业版,https://wx4.sinaimg.cn/large/989d17dbly8hmp6g83i2kj20u016rn2e.jpg,,,,蓝V
5.00E+15,O03t1h8IQ,1990437285,新浪青年,【#春晚全国收视份额达75.61%#，综合频道收视份额创11年新高】#龙年春晚表现如何#据极目新闻：2024年龙年央视春晚表现如何？央视文艺公众号10日16：33发布的消息显示，截至2月10日凌晨2时，2024中央电视广播总台春节联欢晚会全媒体累计触达142亿人次，较去年增长29%，其中15-44岁年轻用户规模占比达51.59%，收视传播人次等数据创下新纪录。在电视端，春晚达到全国电视市场直播总收视份额达75.61%。其中，总台转播频道总收视份额46.06%，创近9年收视新高；综合频道（CCTV-1）收视份额30.84%，创近11年收视新高。全屏看春晚，境内新媒体端实时直播收视传播人次等数据创下新纪录。截至2月10日8时，春晚新媒体直播用户规模达7.95亿人，新媒体端直播收视次数16.89亿次，比去年增长15.13%。“竖屏看春晚”直播播放量4.23亿次，较去年提升48.14%，连续3年创新高。春晚相关视频点播播放量43.63亿次，比去年同期增加18.19%。春晚合作项目互动总人次达553.21亿次。当然，更直观的是，直播过程中“春晚”相关话题持续霸榜。央视文艺的消息显示，“春晚”在社交媒体话题讨论量达到267.77亿次，较去年增长49.76%。1072个春晚相关话题轮番占据各平台热搜榜，50个话题斩获热榜榜首。极目新闻记者注意到，今年春晚的舞蹈类节目、分会场节目设置以及别具中国特色的创意类节目都受到网友点赞好评，尼格买提魔术失误之后撒贝宁的“现挂”，以及尼格买提在微博的回应都让观众感受到了“直播”的魅力。10日，2024龙年央视春晚总导演于蕾在接受采访时提到，撒贝宁的“现挂”其实就是春晚最大的魅力，“直播晚会会发生很多的小意外，这些意外无伤大雅，反而是春晚舞台最生动的部分。”她提到，其实“春晚特别在意大家”，“我们一直在听大家的声音，我们特别想让大家知道我们听到了，而且我们在努力陪着大家开心、欢笑。”,,,,"春晚全国收视份额达75.61%,龙年春晚表现如何",0,0,0,2024/2/11 7:35,微博发布平台专业版,https://wx4.sinaimg.cn/large/76a3a9a5ly8hmp6g84gu4j20u016rtdy.jpg,,,,蓝V
5.00E+15,O03t1g2KY,2925141777,全球新闻眼,【#春晚全国收视份额达75.61%#，综合频道收视份额创11年新高】#龙年春晚表现如何#据极目新闻：2024年龙年央视春晚表现如何？央视文艺公众号10日16：33发布的消息显示，截至2月10日凌晨2时，2024中央电视广播总台春节联欢晚会全媒体累计触达142亿人次，较去年增长29%，其中15-44岁年轻用户规模占比达51.59%，收视传播人次等数据创下新纪录。在电视端，春晚达到全国电视市场直播总收视份额达75.61%。其中，总台转播频道总收视份额46.06%，创近9年收视新高；综合频道（CCTV-1）收视份额30.84%，创近11年收视新高。全屏看春晚，境内新媒体端实时直播收视传播人次等数据创下新纪录。截至2月10日8时，春晚新媒体直播用户规模达7.95亿人，新媒体端直播收视次数16.89亿次，比去年增长15.13%。“竖屏看春晚”直播播放量4.23亿次，较去年提升48.14%，连续3年创新高。春晚相关视频点播播放量43.63亿次，比去年同期增加18.19%。春晚合作项目互动总人次达553.21亿次。当然，更直观的是，直播过程中“春晚”相关话题持续霸榜。央视文艺的消息显示，“春晚”在社交媒体话题讨论量达到267.77亿次，较去年增长49.76%。1072个春晚相关话题轮番占据各平台热搜榜，50个话题斩获热榜榜首。极目新闻记者注意到，今年春晚的舞蹈类节目、分会场节目设置以及别具中国特色的创意类节目都受到网友点赞好评，尼格买提魔术失误之后撒贝宁的“现挂”，以及尼格买提在微博的回应都让观众感受到了“直播”的魅力。10日，2024龙年央视春晚总导演于蕾在接受采访时提到，撒贝宁的“现挂”其实就是春晚最大的魅力，“直播晚会会发生很多的小意外，这些意外无伤大雅，反而是春晚舞台最生动的部分。”她提到，其实“春晚特别在意大家”，“我们一直在听大家的声音，我们特别想让大家知道我们听到了，而且我们在努力陪着大家开心、欢笑。”,,,,"春晚全国收视份额达75.61%,龙年春晚表现如何",0,0,0,2024/2/11 7:35,微博发布平台专业版,https://wx4.sinaimg.cn/large/ae5a1f11ly8hmp6g838l8j20u016rq87.jpg,,,,普通用户
5.00E+15,O03t1nJXz,5681478953,明日头条,【#春晚全国收视份额达75.61%#，综合频道收视份额创11年新高】#龙年春晚表现如何#据极目新闻：2024年龙年央视春晚表现如何？央视文艺公众号10日16：33发布的消息显示，截至2月10日凌晨2时，2024中央电视广播总台春节联欢晚会全媒体累计触达142亿人次，较去年增长29%，其中15-44岁年轻用户规模占比达51.59%，收视传播人次等数据创下新纪录。在电视端，春晚达到全国电视市场直播总收视份额达75.61%。其中，总台转播频道总收视份额46.06%，创近9年收视新高；综合频道（CCTV-1）收视份额30.84%，创近11年收视新高。全屏看春晚，境内新媒体端实时直播收视传播人次等数据创下新纪录。截至2月10日8时，春晚新媒体直播用户规模达7.95亿人，新媒体端直播收视次数16.89亿次，比去年增长15.13%。“竖屏看春晚”直播播放量4.23亿次，较去年提升48.14%，连续3年创新高。春晚相关视频点播播放量43.63亿次，比去年同期增加18.19%。春晚合作项目互动总人次达553.21亿次。当然，更直观的是，直播过程中“春晚”相关话题持续霸榜。央视文艺的消息显示，“春晚”在社交媒体话题讨论量达到267.77亿次，较去年增长49.76%。1072个春晚相关话题轮番占据各平台热搜榜，50个话题斩获热榜榜首。极目新闻记者注意到，今年春晚的舞蹈类节目、分会场节目设置以及别具中国特色的创意类节目都受到网友点赞好评，尼格买提魔术失误之后撒贝宁的“现挂”，以及尼格买提在微博的回应都让观众感受到了“直播”的魅力。10日，2024龙年央视春晚总导演于蕾在接受采访时提到，撒贝宁的“现挂”其实就是春晚最大的魅力，“直播晚会会发生很多的小意外，这些意外无伤大雅，反而是春晚舞台最生动的部分。”她提到，其实“春晚特别在意大家”，“我们一直在听大家的声音，我们特别想让大家知道我们听到了，而且我们在努力陪着大家开心、欢笑。”,,,,"春晚全国收视份额达75.61%,龙年春晚表现如何",0,0,0,2024/2/11 7:35,微博发布平台专业版,https://wx1.sinaimg.cn/large/006cuUdjly8hmp6g838l8j60u016rn2e02.jpg,,,,蓝V
5.00E+15,NFV0Os5Cs,6618917921,不可填写该昵称,尼格买提魔术失误那里真是给我笑死了。。。比小品和相声好笑一万倍。,,,,,0,2,1,2024/2/10 16:32,OPPO A9,,,,,普通用户
5.00E+15,NFULCAhF2,3048800300,新浪圈子,#尼格买提复盘魔术穿帮撒贝宁补刀#【尼格买提复盘刘谦魔术穿帮，撒贝宁补刀，春晚总导演亲口揭秘小尼底牌】2月9日晚，在央视春晚魔术表演节目《守岁共此时》上，主持人尼格买提疑似穿帮。2月10日早上6点，尼格买提回应春晚魔术穿帮，在微博上发文：“碎碎平安，我先碎了。”春晚结束后，尼格买提复盘刘谦魔术穿帮。撒贝宁还补刀：“刘谦没想到最危险的人就在身旁！”任鲁豫还在直播中打趣道：“刘谦今天走的时候，含着眼泪对我说‘估计以后再也参加不了了！”据央视新闻，春晚总导演于蕾在做客央视春晚特别节目时表示，“小尼真的没对上。最后是黑桃A对着一个Q”。总导演于蕾感慨：“春晚是一台直播晚会，会发生很多有趣的小意外，这也是春晚最生动的一部分。”@界面新闻#尼格买提复盘##刘谦含着眼泪离开春晚舞台#L界面新闻的微博视频,,,界面新闻,"尼格买提复盘魔术穿帮撒贝宁补刀,尼格买提复盘,刘谦含着眼泪离开春晚舞台",0,0,16,2024/2/10 15:55,微博视频号,,"http://f.video.weibocdn.com/u0/fGNrxSEfgx08cqyC7TzW01041200u9410E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993242&ssig=5wUTXWdpZY&KID=unistore,video",,,蓝V
5.00E+15,NFUIFCnSe,5333693607,灭蛙,【尼格买提发文回应没对上牌：碎碎平安，我先碎了】央视春晚舞台的魔术演员刘谦在带来魔术《守岁共此时》时，因搭档尼格买提在配合时“穿帮”，相关话题瞬间爆上热搜。原来，当其他人都展示了对齐的扑克牌时，好像只有尼格买提的牌没对上，小尼躲在刘谦身后笑，表情略显慌张，网友调侃道他“汗流浃背”了。更绝的是就在魔术表演结束后，主持人撒贝宁直接现挂，撒贝宁问：“你的牌对上了吗？”尼格买提还回：“对上了呀！”今天，尼格买提发文回应：碎碎平安，我先碎了。#尼格买提偷偷藏不住#,,,,尼格买提偷偷藏不住,5,1,18,2024/2/10 15:48,统一超话,,"http://f.video.weibocdn.com/o0/1cX115PIlx08cqHVHa9y0104120032pC0E010.mp4?label=mp4_720p&template=576x1048.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993242&ssig=59hJxJB2qD&KID=unistore,video",,,金V
5.00E+15,NFUFZCNTy,2560432091,财经评论,#尼格买提复盘魔术穿帮撒贝宁补刀#【尼格买提复盘刘谦魔术穿帮，撒贝宁补刀，春晚总导演亲口揭秘小尼底牌】#刘谦没想到最危险的人就在身旁#2月9日晚，在央视春晚魔术表演节目《守岁共此时》上，主持人尼格买提疑似穿帮。2月10日早上6点，尼格买提回应春晚魔术穿帮，在微博上发文：“碎碎平安，我先碎了。”春晚结束后，尼格买提复盘刘谦魔术穿帮。撒贝宁还补刀：“刘谦没想到最危险的人就在身旁！”任鲁豫还在直播中打趣道：“刘谦今天走的时候，含着眼泪对我说‘估计以后再也参加不了了！”据央视新闻，春晚总导演于蕾在做客央视春晚特别节目时表示，“小尼真的没对上。最后是黑桃A对着一个Q”。总导演于蕾感慨：“春晚是一台直播晚会，会发生很多有趣的小意外，这也是春晚最生动的一部分。”@界面新闻#尼格买提复盘##刘谦含着眼泪离开春晚舞台#L界面新闻的微博视频,,,界面新闻,"尼格买提复盘魔术穿帮撒贝宁补刀,刘谦没想到最危险的人就在身旁,尼格买提复盘,刘谦含着眼泪离开春晚舞台",0,0,4,2024/2/10 15:41,微博视频号,,"http://f.video.weibocdn.com/u0/fGNrxSEfgx08cqyC7TzW01041200u9410E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766993242&ssig=5wUTXWdpZY&KID=unistore,video",,,蓝V
